store_id,name,genre,subgenre
com.AocaGameLab.Arida,"ARIDA: Backland's Awakening","Unknown",TBD
com.YoStarEN.Arknights,"Arknights","Unknown",TBD
com.noodlecake.artofrally,"Art of Rally","Unknown",TBD
jp.xlegend.com.at,"Ash Tale-風の大陸-","Unknown",TBD
com.godplace.gpen,"Ashes of Valhalla","Unknown",TBD
com.gameloft.android.ANMP.GloftA8HM,"Asphalt 8 - Car Racing Game","Unknown",TBD
com.gameloft.android.ANMP.GloftA9HM,"Asphalt Legends - Racing Game","Unknown",TBD
associations.connect.words.match.puzzle,"Association Sort: Word Match","Unknown",TBD
com.littleleogames.astreasixsidedoracles,"Astrea: Six-Sided Oracles","Unknown",TBD
com.lockwoodpublishing.avakinlife,"Avakin Life - 3D Virtual World","Unknown",TBD
com.avalar.athree.epl.gp,"Avalar: Shadow War Premium","Unknown",TBD
com.beamdog.aao1942,"Axis & Allies 1942 Online","Unknown",TBD
com.clovergames.ayakashirise,"Ayakashi Rise: AFK Demon Hunt","Unknown",TBD
com.moe.aylalife,"Ayla World :Avatar City","Unknown",TBD
com.sinyee.babybus.taxi,"Baby Panda's School Bus","Unknown",TBD
com.gamespring.dac,"Baccarat - Dragon Ace Casino","Unknown",TBD
air.com.beachbumgammon,"Backgammon - Lord of the Board","Unknown",TBD
com.fcg.bakery.stack.maker.game,"Bakery Stack: Cooking Games","Unknown",TBD
com.beamdog.baldursgateenhancededition,"Baldur's Gate Enhanced Edition","Unknown",TBD
ball.sort.puzzle.color.bubble.games.magic,"Ball Sort Magic - Puzzle Game","Unknown",TBD
com.smalladventuregame.smallredball,"Ball Zocos Adventure Game","Unknown",TBD
com.vnggames.ballistichero,"Ballistic Hero VNG","Unknown",TBD
com.szckhd.jwgly.azyw,"Be The King: Judge Destiny","Unknown",TBD
com.beat.cat.dancing.hop.tiles.music.game,"Beat Cats","Unknown",TBD
music.beat.piano.fire.magic.tiles.challenge.free,"Beat Piano - Music EDM Tiles","Unknown",TBD
com.makeup3d.beautyasmrquest,"Beauty ASMR Quest","Unknown",TBD
com.WhatWapp.BeloteLeDefi,"Belote & Coinche: le Défi","Unknown",TBD
com.gameduell.mobile.belote,"Belote.com - Belote & Coinche","Unknown",TBD
com.Seriously.BestFiends,"Best Fiends - Match 3 Puzzles","Unknown",TBD
com.netflix.NGP.BestGuess,"Best Guess Live","Unknown",TBD
br.bet.betao,"Betão bet™ Apostas & Cassino","Unknown",TBD
com.betboom.kmm,"BetBoom: Apostas e Cassino","Unknown",TBD
ca.betty.app,"Betty Casino: Ontario Slots","Unknown",TBD
com.pubg.imobile,"BGMI: Online Multiplayer Game","Unknown",TBD
com.bid.master.war.auction.battle,"Bid Master : auction tycoon","Unknown",TBD
com.newmoonproduction.bigfarmhomestead,"Big Farm Homestead","Unknown",TBD
mobi.bestfreegames.bike.mayhem.extreme.mountain.racing,"Bike Mayhem Mountain Racing","Unknown",TBD
com.dino.moto.race.master,"Bike Race: Racing Games","Unknown",TBD
com.driving.bike.stunt.game3D,"Bike Stunt Xtreme Game 3D","Unknown",TBD
com.globalplay.birdsort2.color.puzzle,"Bird Sort 2: Color Puzzle","Unknown",TBD
com.kamagames.blackjack,"Blackjack 21: Blackjackist","Unknown",TBD
kemco.rideonjapan.sandkingdom,"Blacksmith of the Sand Kingdom","Unknown",TBD
com.bladetw.bd,"BLEACH: Soul Resonance","Unknown",TBD
com.crunchyroll.bleachsoulres,"BLEACH: Soul Resonance","Unknown",TBD
com.bleach.apj,"BLEACH: Soul Resonance","Unknown",TBD
com.mad.games.Bleigiessen,"Bleigießen","Unknown",TBD
com.BeruGames.BlockBlastPremium,"Block Blast Premium","Unknown",TBD
com.craftcitypro.game,"Block Crazy Robo World Vip 3D","Unknown",TBD
com.mocacorp.block,"Block Game","Unknown",TBD
com.blazingappstudio.block_legends,"Block Legends","Unknown",TBD
linkdesks.block.puzzle.classic.puzzlegames,"Block Puzzle","Unknown",TBD
blockpuzzle.new1010.jewelgames.puzzlegames,"Block Puzzle","Unknown",TBD
com.bigcake.android.bpdaily,"Block Puzzle","Unknown",TBD
com.sandboxol.blockymods,"Blockman Go","Unknown",TBD
com.netease.newspike,"Blood Strike - FPS for all","Unknown",TBD
com.nexon.bluearchive,"Blue Archive","Unknown",TBD
sea.haoplay.game.gp.bpsr,"Blue Protocol: Star Resonance","Unknown",TBD
com.pf.bmx.cycle.games.extreme.bicycle.games,"BMX Cycle Extreme Bicycle Game","Unknown",TBD
com.higame.par.bubble.tea,"BOBA DIY™: Tasty Tea Simulator","Unknown",TBD
org.boba.sort.puzzle,"Boba Sort Puzzle: Bubble Tea","Unknown",TBD
com.bountyofone.premium.mobile.gp,"Bounty Of One: Premium","Unknown",TBD
com.minoslab.boxingcash,"Boxing Cash - Earn Money","Unknown",TBD
com.stormborn.braincrunch,"Brain Crunch","Unknown",TBD
com.mind.quiz.brain.out,"Brain Out®: Can you pass it?","Unknown",TBD
com.funnyjoy.snysw.an,"Brain Puzzle King","Unknown",TBD
com.brain.puzzle.tricky.test.annoying.quest,"Brain Puzzle: Tricky Test","Unknown",TBD
com.unicostudio.braintest2new,"Brain Test 2: Tricky Stories","Unknown",TBD
com.qs.bptq,"Brainy Prank：Twisted Quest","Unknown",TBD
com.brainy.prankster.puzzle,"Brainy Prankster","Unknown",TBD
com.gonline.AppBravoCasino,"Bravo Casino- Cash Slots Games","Unknown",TBD
com.FYQD.BMI,"Bright Memory: Infinite","Unknown",TBD
air.com.alikestudio.bringyouhome,"Bring You Home","Unknown",TBD
uk.co.revolution.bs5,"Broken Sword 5: Episode 1","Unknown",TBD
com.dramaton.slimepet,"Bruno - Meu Slime Pet Falante","Unknown",TBD
bubbleshooter.orig,"Bubble Shooter - Classic Pop","Unknown",TBD
com.readygo.aps.gp,"Build Master: Bridge Race","Unknown",TBD
com.newbeat.gardecor,"Buildit","Unknown",TBD
com.krafton.bulletechoindia,"Bullet Echo India: Gun Game","Unknown",TBD
com.zeptolab.bulletecho.google,"Bullet Echo: PVP Shooter","Unknown",TBD
com.games.bus.arrival,"Bus Arrival","Unknown",TBD
com.abi.busjam.sortpuzzle,"Bus Escape: Traffic Jam","Unknown",TBD
com.color.busfrenzy,"Bus Frenzy - Traffic Jam","Unknown",TBD
com.maleo.bussimulatorid,"Bus Simulator Indonesia","Unknown",TBD
com.web3o.bus.simulator.vietnam,"Bus Simulator Vietnam","Unknown",TBD
com.fingerhero.tw.and,"Busy Savior: Codex & Combat","Unknown",TBD
net.kairosoft.android.cafe,"Cafe Master Story","Unknown",TBD
com.farlightgames.samo.gp,"Call of Dragons","Unknown",TBD
com.garena.game.codm,"Call of Duty®: Mobile - Garena","Unknown",TBD
com.callbreak.hippo,"Callbreak Master - Card Game","Unknown",TBD
com.blazingappstudio.candy_clash,"Candy Sweep Puzzle","Unknown",TBD
com.casinocooks.rewards,"Captain Cooks Rewards","Unknown",TBD
com.infinity.car.dealership.sales.simulator,"Car Dealership Business Game","Unknown",TBD
com.SGS.DrivingSchoolGames.RealCarParkingSimulator,"Car Driving School : Car Games","Unknown",TBD
car.parking.jam.solver.puzzle.games,"Car Jam Solver: Traffic Jam","Unknown",TBD
car.jam.traffic.seat.unblock,"Car Jam: Traffic Puzzle","Unknown",TBD
com.ghive.jeep.parking.car.free.game.master.apps,"Car Parking Games - Car Games","Unknown",TBD
com.olzhas.carparking.multyplayer,"Car Parking Multiplayer","Unknown",TBD
com.web3o.car.simulator.vietnam,"Car Simulator Vietnam","Unknown",TBD
com.openworld.carsimulatorct,"Car Simulator: Driving & Drift","Unknown",TBD
com.bbg.car.wash.repair.garage.games,"Car Wash: Auto Repair Garage","Unknown",TBD
com.card.battle.queen.duel.pretty,"Card Queen: Duel","Unknown",TBD
cdr.cargo.drive.rush,"Cargo Drive Rush","Unknown",TBD
com.gameloft.anmp.csd,"Carmen Sandiego","Unknown",TBD
com.carrom.board.friends.freeonline.live,"Carrom League: Friends Online","Unknown",TBD
com.miniclip.carrom,"Carrom Pool: Disc Game","Unknown",TBD
br.com.mobits.cartolafc,"Cartola: Jogo do Brasileirão","Unknown",TBD
com.carxtech.sr,"CarX Street","Unknown",TBD
slots.acg.casino.games.free.android,"Cash Rally - Slots Casino Game","Unknown",TBD
com.funmore.cashvegascasinoslots,"Cash Vegas Casino Slots Games","Unknown",TBD
casino.plus.ph.android.install,"CASINO PLUS PH","Unknown",TBD
com.unimob.castle.defender.heroes.premium,"Castle Defender Premium","Unknown",TBD
net.gameduo.gv,"Cat Hero : Idle RPG","Unknown",TBD
com.seeplay.catjump,"Cat Jump","Unknown",TBD
com.thegentlebros.catquest,"Cat Quest","Unknown",TBD
com.solou.catendless.run,"Cat Runner: Decorate Home","Unknown",TBD
com.exozet.android.catan,"Catan Classic","Unknown",TBD
sea.fishing.hookandcatch,"Catch and Feed","Unknown",TBD
com.allstarunion.cdw,"CatDog World: After Humans","Unknown",TBD
defense.roguelike.cell.shoot.survivor,"Cell Survivor","Unknown",TBD
com.rtv.cr_neo_plus,"Chain Reaction Neo+","Unknown",TBD
com.noodlecake.chameleonrun,"Chameleon Run","Unknown",TBD
net.artgamestudio.charadesapp,"Charades & Headbands Game","Unknown",TBD
pt.cosmicode.guessup,"Charades & Headbands: Guess Up","Unknown",TBD
com.gamovation.chessclubpilot,"Chess - Offline Board Game","Unknown",TBD
com.kalab.pgnviewerpro,"Chess PGN Master Pro Key","Unknown",TBD
uk.co.aifactory.chess,"Chess Pro","Unknown",TBD
com.sarkarit.rasanasa,"Chickrun Crazy Road","Unknown",TBD
com.playdigious.childrenofmorta,"Children of Morta","Unknown",TBD
com.gameyk.MAhw,"Chrono Rumble","Unknown",TBD
air.com.amanitadesign.chuchel.gp,"CHUCHEL","Unknown",TBD
com.hcg.cok.gp,"Clash of Kings","Unknown",TBD
com.lulo.scrabble.classicwordsplus,"Classic Words Plus","Unknown",TBD
ai.projectx.clickx.gp,"Click X","Unknown",TBD
com.tarboosh.collectemall,"Collect Em All! Clear the Dots","Unknown",TBD
com.color.pixel.shooter,"Color Blaze Shooter","Unknown",TBD
com.puzzlegames.puzzlebrickslegend,"Color Block: Combo Blast","Unknown",TBD
com.belkagames.mc,"Color Cube Match: Sort Puzzle","Unknown",TBD
com.tapcolor.color.coloring.number.paint.free,"Color Oasis - Color by Number","Unknown",TBD
com.sh.coloring.page.asmr.drawing,"Coloring Page ASMR Drawing","Unknown",TBD
com.DarongStudio.Colorzzle,"Colorzzle","Unknown",TBD
com.combs.sheep.maniasheep,"Combine Sheep Mania","Unknown",TBD
com.tfv.draw.one.missing.partdop.puzzle.games,"Complete Puzzle: Draw One Part","Unknown",TBD
com.BrunoSanta.OComplexo,"COMPLEXO FAVELA","Unknown",TBD
com.astragon.cs2016,"Construction Simulator 2","Unknown",TBD
com.astragon.cs2014,"Construction Simulator 2014","Unknown",TBD
com.astragon.cs3,"Construction Simulator 3","Unknown",TBD
com.astragon.cs4.full,"Construction Simulator 4","Unknown",TBD
net.kairosoft.android.convenience,"Convenience Stories","Unknown",TBD
id.manja.cookmix,"Cook Mix","Unknown",TBD
com.devsisters.gb,"CookieRun: OvenBreak","Unknown",TBD
com.devsisters.cba,"CookieRun: Tower of Adventures","Unknown",TBD
com.biglime.cookingmadness,"Cooking Madness: A Chef's Game","Unknown",TBD
com.abi.cook.chill,"Cookingdom","Unknown",TBD
com.dudecool.caves,"Cool Cave","Unknown",TBD
com.percent.aos.cooptd,"Coop TD","Unknown",TBD
freeplay.crowdrun.com,"Count Masters: Stickman Games","Unknown",TBD
com.good.boy.education.craft.best.building.sun,"Craft World Block Building 3D","Unknown",TBD
com.cryptoapps.craftarena,"Craftarena","Unknown",TBD
com.mmircil.cnb2,"Crafting and Building","Unknown",TBD
com.Slbazer.Craftsman4,"Craftsman 4","Unknown",TBD
com.craftsman.go,"Craftsman: Building Craft","Unknown",TBD
com.bscotch.crashlands2,"Crashlands 2","Unknown",TBD
org.gg.crazy.brain,"Crazy Brain Puzzle","Unknown",TBD
com.miniclip.cricketleague,"Cricket League","Unknown",TBD
com.tencent.stc.cfl,"Crossfire: Legends","Unknown",TBD
math.puzzle.games.crossmath.number.puzzles.free,"Crossmath® - Math Puzzle Games","Unknown",TBD
com.iscoolentertainment.crossword.arrow.word,"Crossword Daily - Arrow Word","Unknown",TBD
com.yodo1.crossyroad,"Crossy Road","Unknown",TBD
com.severex.cross.word.puzzle.logic,"Crostic－Caça Palavras Cruzadas","Unknown",TBD
crown.thy.king,"Crown Thy King","Unknown",TBD
com.playunlimited.casual.crylicnailtips,"Crylic Nail Tips","Unknown",TBD
com.hermes.p6gameos,"Crystal of Atlan","Unknown",TBD
com.jeffprod.cubesolver,"Cube Solver","Unknown",TBD
com.jeffprod.cubesolver.premium,"Cube Solver Premium","Unknown",TBD
com.pianonbeat.rhythm,"Cyber Music Rush: EDM Music","Unknown",TBD
com.rayark.cytus2,"Cytus II","Unknown",TBD
com.playdekgames.waterdeep,"D&D Lords of Waterdeep","Unknown",TBD
com.sega.d2megaten,"Ｄ×２ 真・女神転生 リベレーション","Unknown",TBD
com.doublediamondapp.elitetool,"Daily Double Diamonds Guide","Unknown",TBD
com.bigcake.android.mahjongmatch,"Daily Mahjong Match","Unknown",TBD
daily.number.match.free.puzzle,"Daily Number Match","Unknown",TBD
com.rhythmdance.taptile.dancingcats,"Dancing Cats - Cute Music Game","Unknown",TBD
com.gm_shaber.dayrpremium,"Day R Premium","Unknown",TBD
com.road7.ddtankbr.gp,"DDTank Origin","Unknown",TBD
com.arcgames.rhinoceros,"De-Extinct: Jurassic Dinosaurs","Unknown",TBD
com.AbyteEntertainment.DealersLifeLegend,"Dealer's Life Legend","Unknown",TBD
fastfood.pizza.bikedelivery.lifesim,"Deliver Till Dawn","Unknown",TBD
com.HuaYiGame.DeliveryFromThePain.GooglePlay,"Delivery From the Pain:Premium","Unknown",TBD
com.opentouchgaming.deltatouch,"Delta Touch [10 x Doom engine]","Unknown",TBD
com.depths.survive.al,"Depth Survival","Unknown",TBD
com.captaingames.golf,"Desert Golfing","Unknown",TBD
com.qy.rpg.en.gp,"Devil Hunter:Raider","Unknown",TBD
com.hg.devils,"Devils & Demons Premium","Unknown",TBD
com.devilgame.trolllevel,"Die Again: Troll Game Ever","Unknown",TBD
com.dimsumshop.sort.com,"Dim Sum Shop","Unknown",TBD
com.mondayoff.dinomutant,"Dino mutant : T-Rex","Unknown",TBD
io.supercent.ageofdinosaurs,"Dinosaur Universe","Unknown",TBD
com.taku.divinerealm,"Divine Realm","Unknown",TBD
casual.phonecase.diy.maker,"DIY Phone Case Maker","Unknown",TBD
com.ntrance.dkr.and,"DK모바일 리본","Unknown",TBD
com.ankama.dofustouch,"DOFUS Touch: A WAKFU Prequel","Unknown",TBD
com.kleientertainment.doNotStarveShipwrecked,"Don't Starve: Shipwrecked","Unknown",TBD
joybits.doodlegod_hd,"Doodle God™ HD","Unknown",TBD
com.khg.actionsquad,"Door Kickers: Action Squad","Unknown",TBD
com.playstrom.dop2,"DOP 2: Delete One Part","Unknown",TBD
com.isarinteractive.doppelkopf.android.hd,"Doppelkopf HD","Unknown",TBD
net.kairosoft.android.dorayaki,"Doraemon Dorayaki Shop Story","Unknown",TBD
com.playvalve.connect.dots,"Dot Link - Connect the Dots","Unknown",TBD
io.supercent.downhill,"Downhill Racer","Unknown",TBD
com.square_enix.android_googleplay.DragonQuestMonsters3ww,"DQM: The Dark Prince","Unknown",TBD
com.gamesmartltd.doctorbingo,"Dr. Bingo - VideoBingo + Slots","Unknown",TBD
com.ansangha.drdriving,"Dr. Driving","Unknown",TBD
com.sugarfun.gp.sea.lzgwy,"Draconia Saga","Unknown",TBD
es.socialpoint.DragonCity,"Dragon City: Mobile Adventure","Unknown",TBD
com.wan.lzgtwan,"Dragon Nest M: Classic","Unknown",TBD
com.square_enix.android_googleplay.dq2_gp,"DRAGON QUEST II","Unknown",TBD
com.square_enix.android_googleplay.dq3_gp,"DRAGON QUEST III","Unknown",TBD
com.square_enix.android_googleplay.dq5,"DRAGON QUEST V","Unknown",TBD
com.square_enix.android_googleplay.dq6,"DRAGON QUEST VI","Unknown",TBD
com.square_enix.android_googleplay.dq8,"DRAGON QUEST VIII","Unknown",TBD
com.fh.sea.drc.gp,"Dragon Raja : ReRise","Unknown",TBD
com.archosaur.sea.dr.gp,"Dragon Raja SEA: Anime MMORPG","Unknown",TBD
com.ludia.dragons,"Dragons: Rise of Berk","Unknown",TBD
com.paintw.shinri,"Draw & Discover Yourself!","Unknown",TBD
com.appadvisory.drawclimber,"Draw Climber","Unknown",TBD
in.dreamgamestudios.games.sports.dreamcricket3d,"Dream Cricket 2025","Unknown",TBD
net.kairosoft.android.apartdx,"Dream House Days DX","Unknown",TBD
com.firsttouchgames.dls7,"Dream League Soccer 2026","Unknown",TBD
net.kairosoft.android.themepark,"Dream Park Story","Unknown",TBD
net.kairosoft.android.towns,"Dream Town Island","Unknown",TBD
com.mechanist.dream2.aos,"Dream Raiders 2: Wilds","Unknown",TBD
com.drivezone.car.race.game,"Drive Zone: Car Simulator Game","Unknown",TBD
com.avecreation.drivingzonegermanypro,"Driving Zone: Germany Pro","Unknown",TBD
com.avecreation.drivingzoneoffroad,"Driving Zone: Offroad","Unknown",TBD
com.cat.hole.puzzle.aos,"Drop the Cat!","Unknown",TBD
com.PoxelStudios.DudeTheftAuto,"Dude Theft Wars FPS Open world","Unknown",TBD
com.GameCoaster.DungeonMaker,"Dungeon Maker","Unknown",TBD
com.ssicosm.dungeon_princess_3_pay,"Dungeon Princess 3","Unknown",TBD
com.GameCoaster.DungeonSquad,"Dungeon Squad","Unknown",TBD
net.kairosoft.android.bouken2,"Dungeon Village 2","Unknown",TBD
com.teamhoray.dungreed,"Dungreed","Unknown",TBD
com.netease.dcd,"Dunk City Dynasty","Unknown",TBD
com.newtypegames.dl2hmt,"Dynasty Legends 2","Unknown",TBD
com.the10tons.dysmantle,"DYSMANTLE","Unknown",TBD
com.nexon.fo4m,"EA SPORTS FC Online M","Unknown",TBD
com.fty.earpolice,"Ear Cop Hotline - logic puzzle","Unknown",TBD
com.freegames.hungryfish.eat.fishdom.hungryshark.evalution.fish.freegames.pro,"Eat Fish Games Shark Games Pro","Unknown",TBD
com.hwqgrhhjfd.idlefastfood,"Eatventure","Unknown",TBD
com.xxx.rpg.en.an,"Echoes of Eternity","Unknown",TBD
jp.konami.wecc,"eFootball™  CHAMPION SQUADS","Unknown",TBD
com.SongGameDev.EleTD,"Element TD","Unknown",TBD
com.SoltyGames.EliteAutoBrasil,"Elite Auto Brazil -  Wheelie","Unknown",TBD
com.aerosoft.notrufmobile112,"Emergency Call – The Fire Figh","Unknown",TBD
com.sgs.emhq.android,"EMERGENCY HQ: firefighter game","Unknown",TBD
de.development.outline.nochmal,"Encore! Digital Edition","Unknown",TBD
com.IvanPanasenko.EndurancePremium,"Endurance: dead space Premium","Unknown",TBD
com.gym.racegame,"Epic Race 3D – Parkour Game","Unknown",TBD
com.stove.epic7.google,"Epic Seven","Unknown",TBD
com.fansipan.epic.stickman.survival.rpg.idle.game,"Epic Stickman: Idle RPG War","Unknown",TBD
com.xxzhz.tlad.in,"Epic War:Spin to Kill","Unknown",TBD
de.whow.jackpot,"Epic Wilds (Jackpot)","Unknown",TBD
com.higame.par.escape.prank.run.game,"Escape Run: Endless Die Fun","Unknown",TBD
com.QuanticBit.Eternal,"Eternal","Unknown",TBD
com.mten.tgp,"Eternal Sword Pact","Unknown",TBD
com.QuanticBit.EternalVoid,"Eternal Void [RUNNER]","Unknown",TBD
com.nomadgames.dungeonmaster,"Everybody's RPG: Reboot","Unknown",TBD
air.com.shirogames.evoland12,"Evoland","Unknown",TBD
com.playdigious.evoland2,"Evoland 2","Unknown",TBD
com.gryphline.exastris.gp,"Ex Astris","Unknown",TBD
com.usm.exitcurseofophir,"EXIT – The Curse of Ophir","Unknown",TBD
com.usm.exitgriffin,"EXIT – Trial of the Griffin","Unknown",TBD
jp.co.sundenshi.cafeterra1p,"e女神のカフェテラス","Unknown",TBD
jp.sammynet.googleplay.cp0005,"e東京リベンジャーズ","Unknown",TBD
jp.co.goodroid.fairy,"FAIRY TAIL Wizard Chronicle","Unknown",TBD
com.farmadventure.global,"Family Farm Adventure","Unknown",TBD
com.funplus.familyfarm,"Family Farm Seaside","Unknown",TBD
com.daveandava.puzzle,"Farm Animals by Dave and Ava","Unknown",TBD
com.loltap.farmland,"Farm Land - Farming life game","Unknown",TBD
com.giantssoftware.fs20.google,"Farming Simulator 20","Unknown",TBD
ugo.com.play.free.farmington,"Farmington – Farm game","Unknown",TBD
pion.fashion.glow.makeover.dress.up.model.style.makeup.girl,"Fashion Glow: Model & Style","Unknown",TBD
com.gofiveglobal.fashion.dress.up,"Fashion Show: Makeup Wala Game","Unknown",TBD
com.igg.android.fatewar,"Fate War","Unknown",TBD
com.aniplex.fategrandorder,"Fate/Grand Order","Unknown",TBD
com.xiaomeng.fategrandorder,"Fate/Grand Order","Unknown",TBD
com.VladimirPlyashkun.FavelaKick,"Favela Kick: The Final Goal","Unknown",TBD
com.nexon.fmk,"FC 모바일","Unknown",TBD
com.tenekekafalar.Feign,"Feign","Unknown",TBD
com.square_enix.WOTVffbejp,"FFBE幻影戦争 WAR OF THE VISIONS","Unknown",TBD
com.ninjakiwi.fightland,"Fightland","Unknown",TBD
com.square_enix.android_googleplay.ffl_gp,"FINAL FANTASY DIMENSIONS","Unknown",TBD
com.square_enix.android_googleplay.FFPR2,"FINAL FANTASY II","Unknown",TBD
com.square_enix.android_googleplay.FFPR3,"FINAL FANTASY III","Unknown",TBD
com.square_enix.android_googleplay.FFIII_GP,"FINAL FANTASY III (3D REMAKE)","Unknown",TBD
com.square_enix.android_googleplay.FFPR4,"FINAL FANTASY IV","Unknown",TBD
com.square_enix.android_googleplay.FF4AY_GP,"FINAL FANTASY IV: TAY","Unknown",TBD
com.square_enix.FFIXjp.android_googleplay,"FINAL FANTASY IX","Unknown",TBD
jp.mbga.a12019103.lite,"FINAL FANTASY Record Keeper","Unknown",TBD
com.square_enix.android_googleplay.FFT_jp2,"FINAL FANTASY TACTICS 獅子戦争","Unknown",TBD
com.square_enix.android_googleplay.FFPR5,"FINAL FANTASY V","Unknown",TBD
com.square_enix.android_googleplay.FFPR6,"FINAL FANTASY VI","Unknown",TBD
com.square_enix.android_googleplay.ff7ecjp,"FINAL FANTASY VII EVER CRISIS","Unknown",TBD
net.kairosoft.android.wakusei,"Final Frontier Story","Unknown",TBD
find.spot.fun.relax.difference,"Find Fun Difference: Spot it!","Unknown",TBD
find.out.hidden.objects.seek.puzzle.games.free,"Find It Out - Hidden Object","Unknown",TBD
net.wyvernware.whosthealien,"Find the Alien - Alien Game","Unknown",TBD
com.nintendo.zaha,"Fire Emblem Shadows","Unknown",TBD
com.windowsgames.firefight,"Firefight","Unknown",TBD
com.bluedot.fireworks,"Fireworks Play","Unknown",TBD
com.AmarJSB.FireworksSimulator3D,"Fireworks Simulator 3D","Unknown",TBD
com.FishEatFish.FeedGrow,"Fish Eat Fish.io","Unknown",TBD
com.hg.FishEaterPro,"Fish Eater.io","Unknown",TBD
com.byxjy.cxx.hw,"FishingNewEra - Casino Slots","Unknown",TBD
com.fireland.gb,"Flame of Valhalla","Unknown",TBD
com.QuanticBit.FlappyFrog,"Flappy Frog","Unknown",TBD
com.jarvigames.viceonline,"Flex City: Online RP Car Game","Unknown",TBD
com.vasylevych.flophouse,"Flop House","Unknown",TBD
com.mountains.feathertop,"Florence","Unknown",TBD
com.abi.skewer.sort,"Foodie Sizzle","Unknown",TBD
com.estar.bap,"Football Dream: Be A Pro","Unknown",TBD
com.football.soccer.league,"Football League 2026","Unknown",TBD
com.VladimirPlyashkun.FootballReferee,"Football Referee Simulator","Unknown",TBD
com.greenhorsegames.footballrivals,"Football Rivals: Soccer Clash","Unknown",TBD
com.blazingappstudio.faerie_forest_frenzy,"Forest Match - Earn rewards","Unknown",TBD
com.innogames.foeandroid,"Forge of Empires: Build a City","Unknown",TBD
com.fortune.allsgames,"Fortune Tiger - Tigrinho","Unknown",TBD
com.Freeride.Freerider,"FPV Freerider","Unknown",TBD
com.ohbibi.fps,"FRAG Pro Shooter","Unknown",TBD
com.kakaogames.friendsKing,"Friends Popcorn","Unknown",TBD
com.gotogames.funbridge,"Fun Bridge","Unknown",TBD
com.QuanticBit.FuriousSpace,"Furious Space: MusicShip","Unknown",TBD
net.kairosoft.android.horse_ja,"G1牧場ステークス","Unknown",TBD
com.neelamediatech.gadaelectronics,"Gada Electronics Business Inc.","Unknown",TBD
com.cyberjoy.galaxydefense,"Galaxy Defense: Fortress TD","Unknown",TBD
gamesbox.offlinegames.freegames,"Game Box: Relax Game&Mini Game","Unknown",TBD
net.kairosoft.android.gamedev3en,"Game Dev Story","Unknown",TBD
com.dc.gok.google,"Game of Khans","Unknown",TBD
com.geeker.gok,"Game of Kings:The Blood Throne","Unknown",TBD
com.zynga.gotm,"Game of Thrones: Legends RPG","Unknown",TBD
com.sinyee.babybus.gameworld.design.home.friends.fun.life.story,"Game World: Life Story","Unknown",TBD
com.wenext.inchat,"GameParty- Play Game & Chat","Unknown",TBD
com.funstage.gta,"GameTwist Vegas Casino Slots","Unknown",TBD
air.br.com.megajogos.mobile,"GameVelvet: Dominoes, Spades","Unknown",TBD
de.brettspielwelt.ganzschoenclever,"Ganz schön clever","Unknown",TBD
com.garena.game.lmjx,"Garena Undawn","Unknown",TBD
com.garena.game.kgtw,"Garena 傳說對決 X 三麗鷗家族","Unknown",TBD
com.garena.game.df,"Garena® Delta Force","Unknown",TBD
com.euphoricbrothersgames.gartenofbanbanII,"Garten of Banban 2","Unknown",TBD
com.euphoricbrothersgames.gartenofbanbanIII,"Garten of Banban 3","Unknown",TBD
com.euphoricbrothersgames.gartenofbanbanVI,"Garten of Banban 6","Unknown",TBD
com.euphoricbrothersgames.gartenofbanbanVII,"Garten of Banban 7","Unknown",TBD
com.euphoricbrothersgames.gartenofbanbanVIII,"Garten of Banban 8: Anti Devil","Unknown",TBD
io.gartic.Gartic,"Gartic.io - Draw, Guess, WIN","Unknown",TBD
com.metaboneent.gauntletrpg,"Gauntlet Idle: AFK RPG","Unknown",TBD
com.EternalStudio.GearFight,"Gear Fight!","Unknown",TBD
com.gearpaw.defenders.td.game,"GearPaw Defenders!","Unknown",TBD
com.robtopx.geometrydashsubzero,"Geometry Dash SubZero","Unknown",TBD
com.haoplay.game.and.exilium,"GIRLS' FRONTLINE 2: EXILIUM","Unknown",TBD
com.stac.kfu,"Glam Screw Puzzle","Unknown",TBD
com.stargamesapps.gto,"Global Truck Online","Unknown",TBD
com.crazylabs.fashion.squad,"Glow Fashion Idol","Unknown",TBD
jp.co.ponos.nekohopper,"Go! Go! Pogo Cat","Unknown",TBD
com.coffeestain.goatsimulator3.multiverse,"Goat Simulator 3 - Multiverse","Unknown",TBD
com.heroesofchaos.ggplay.koramgame.sa,"Goddess: Primal Chaos - MMORPG","Unknown",TBD
com.igs.fafafa,"Golden HoYeah- Casino Slots","Unknown",TBD
com.goldenjogos.game,"Golden Truco: Domino&Buraco","Unknown",TBD
com.golem.battle.iron.copper.tnt,"GolemCraft: World Battle","Unknown",TBD
com.Majorariatto.GolfingOverIt,"Golfing Over It with Alva Majo","Unknown",TBD
com.actionfit.convenisort,"Goods Fridge Sort : Sort Game","Unknown",TBD
sorting.games.goods.sort.triple.match3d.puzzle.stuff,"Goods Puzzle: 3D Sorting Games","Unknown",TBD
com.Gaggle.fun.GooseGooseDuck,"Goose Goose Duck","Unknown",TBD
com.youdagames.gop3multiplayer,"GOP3: Texas Holdem Poker Games","Unknown",TBD
com.Ondrej.GossipMaster,"GossipMaster","Unknown",TBD
